Couche,IP0,,,,,IP1,,,,,OP,,,,,
3,,,,,,9.889093900000000149e-04, 0.000000000000000000e+00, 7.209275099999999659e-02, 8.783539699999999562e-02, 9.039748999999999701e-02, 2.822083100000000004e-03, 0.000000000000000000e+00, 8.538190399999999458e-02, 9.052051399999999637e-02, 8.978711400000000120e-02
4,,,,,,1.131707499999999979e-03, 2.645985500000000079e-05, 2.419134199999999882e-04, 0.000000000000000000e+00, 5.248592499999999578e-03, 1.140187800000000054e-04, 7.415388300000000377e-02, 8.768064200000000308e-02, 9.044336999999999516e-02, 9.026584699999999628e-02
5,3.315937900000000228e-04, 6.930371200000000342e-04, 6.378302299999999859e-05, 3.340478799999999754e-04, 6.456310999999999517e-04, 7.770463700000000262e-04, 5.075295000000000067e-04, 5.319844800000000278e-04, 5.513346399999999835e-03, 6.332795500000000175e-04, 1.027483499999999996e-03, 0.000000000000000000e+00, 8.686570999999999876e-02, 9.080718899999999649e-02, 9.056551799999999763e-02
